
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 06월 25일~07월 25일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
조선대,722,07-14,      25.2,      29.1,      22.2,      12.8,,,,,,,       1.9
거문도,723,07-14,      24.4,      27.1,      22.5,       7.1,,,,,,,       3.1
추자도,724,07-14,      24.1,      26.5,      21.8,       5.4,,,,,,,       3.4
장성,730,07-14,      25.0,      29.3,      21.6,      12.4,,,,,,,       1.5
영암,731,07-14,      25.4,      29.2,      22.3,      12.0,,,,,,,       2.2
보성,732,07-14,      23.9,      27.7,      21.0,      12.1,,,,,,,       1.8
완주,734,07-14,      25.5,      29.9,      21.7,      11.3,,,,,,,       1.7
김제,737,07-14,      25.7,      29.8,      22.4,       9.6,,,,,,,       2.3
화순,741,07-14,      25.1,      29.8,      21.8,      13.9,,,,,,,       0.9
함평,754,07-14,      25.4,      29.4,      22.3,      11.9,,,,,,,       1.8
곡성,768,07-14,      24.9,      29.5,      21.5,      12.2,,,,,,,       1.2
성판악,782,07-14,      21.0,      24.0,      18.5,      18.2,,,,,,,       2.6
풍암,788,07-14,      25.9,      30.3,      22.8,      12.4,,,,,,,       1.5
압해도,789,07-14,      24.7,      28.3,      22.1,       9.1,,,,,,,       2.9
영양,801,07-14,      23.1,      27.6,      19.4,       8.4,,,,,,,       1.3
성주,810,07-14,      25.1,      29.5,      21.2,       7.3,,,,,,,       1.3
고령,812,07-14,      24.8,      29.2,      21.1,      10.5,,,,,,,       1.1
청도,813,07-14,      25.0,      29.4,      21.3,       8.4,,,,,,,       1.4
예천,815,07-14,      24.0,      28.9,      20.3,      10.3,,,,,,,       1.0
김천,822,07-14,      25.1,      29.9,      21.0,       7.9,,,,,,,       0.8
군위,823,07-14,      24.6,      29.6,      20.3,       7.1,,,,,,,       1.3
칠곡,825,07-14,      25.4,      29.9,      21.7,       8.0,,,,,,,       1.8
경산,827,07-14,      25.9,      30.4,      22.1,       7.6,,,,,,,       1.9
달성,828,07-14,      25.6,      30.1,      22.0,       9.4,,,,,,,       1.7
대구서구,846,07-14,      25.7,      30.3,      22.3,       8.3,,,,,,,       2.0
신암,860,07-14,      25.8,      30.1,      22.4,       8.4,      74.2,       3.7,       7.9,,    1001.0,    1007.8,       2.2
완산,864,07-14,      25.7,      29.9,      22.4,      11.8,      78.6,       3.3,       7.7,       3.6,    1000.6,    1006.8,       1.9
삼척,876,07-14,      23.6,      26.9,      20.6,      12.7,,,,,,,       1.7
울기,901,07-14,      22.0,      24.8,      19.9,       8.4,,,,,,,       2.9
삼천포,907,07-14,      24.5,      27.4,      22.2,      12.4,,,,,,,       1.8
영도,910,07-14,      22.7,      25.2,      20.8,      11.4,,,,,,,       4.0
고성,918,07-14,      25.1,      28.5,      22.4,      14.2,,,,,,,       2.4
창녕,919,07-14,      25.7,      30.1,      22.1,       8.8,,,,,,,       2.1
함안,920,07-14,      25.2,      29.9,      21.5,      12.4,,,,,,,       1.3
가덕도,921,07-14,      23.6,      26.7,      21.5,      11.4,,,,,,,       3.7
기장,923,07-14,      24.4,      27.9,      21.5,      12.6,,,,,,,       2.0
간절곶,924,07-14,      22.0,      24.6,      20.1,      10.3,,,,,,,       3.9
하동,932,07-14,      25.5,      29.6,      22.3,      17.8,,,,,,,       1.3
해운대,937,07-14,      24.0,      27.2,      21.5,      13.0,,,,,,,       2.5
부산진,938,07-14,      24.9,      28.4,      22.4,      13.7,,,,,,,       2.1
동래,940,07-14,      25.1,      28.6,      22.5,      13.0,,,,,,,       2.0
북구,941,07-14,      24.7,      28.1,      22.1,      11.4,,,,,,,       2.4
부산남구,942,07-14,      24.9,      28.0,      22.6,      13.3,,,,,,,       2.3
정자,949,07-14,      24.3,      28.6,      20.6,       8.2,,,,,,,       2.4
속초,90,07-15,      23.1,      26.5,      20.4,       8.7,      81.2,       4.3,,,    1004.4,    1006.5,       2.0
철원,95,07-15,      23.2,      27.3,      20.0,      15.1,      82.4,       4.1,,,     988.8,    1006.3,       2.0
동두천,98,07-15,      23.7,      28.1,      20.5,      15.9,      80.7,       4.0,,,     994.0,    1006.7,       1.5
파주,99,07-15,      23.6,      27.9,      20.5,      15.5,      85.0,       4.2,,,    1003.5,    1006.9,       1.6
대관령,100,07-15,      19.0,      22.5,      16.4,      14.4,      87.4,       3.7,,,     917.5,    1007.0,       3.3
춘천,101,07-15,      24.3,      28.5,      21.0,      17.1,      81.1,       4.1,,,     998.0,    1006.7,       1.2
백령도,102,07-15,      21.7,      24.9,      19.5,       6.3,      88.2,       4.2,       7.6,,     990.7,    1006.0,       4.2
강릉,105,07-15,      24.3,      27.6,      21.4,      10.3,      75.1,       4.1,,,    1003.9,    1006.9,       2.0
동해,106,07-15,      23.0,      26.4,      20.3,      10.4,      81.6,       4.3,,,    1002.2,    1006.5,       1.9
서울,108,07-15,      24.7,      28.3,      21.9,      17.4,      77.9,       3.5,       7.7,       3.6,     996.7,    1006.5,       2.4
인천,112,07-15,      23.8,      27.2,      21.4,      14.7,      84.7,       4.7,       7.5,       3.5,     998.4,    1006.3,       2.6
원주,114,07-15,      24.5,      28.9,      21.2,      17.3,      78.1,       3.6,,,     989.7,    1006.7,       1.1
울릉도,115,07-15,      22.2,      24.9,      20.1,       6.4,      85.2,       4.6,       7.6,       3.8,     982.2,    1007.4,       3.7
수원,119,07-15,      24.8,      28.7,      21.8,      14.5,      81.1,       4.1,       7.5,       3.9,    1002.8,    1006.8,       1.9
영월,121,07-15,      23.4,      28.3,      19.9,      12.6,      80.5,       3.8,,,     979.9,    1006.9,       1.3
충주,127,07-15,      24.4,      29.0,      21.0,      12.9,      76.1,       3.9,,,     995.8,    1006.9,       1.4
서산,129,07-15,      24.0,      27.8,      21.2,      11.7,      85.3,       4.2,,,    1003.8,    1006.7,       2.7
울진,130,07-15,      22.8,      26.4,      20.0,       7.4,      83.6,       4.9,,,    1001.3,    1007.0,       2.8
청주,131,07-15,      25.3,      29.5,      22.1,      12.2,      75.4,       4.1,       7.6,       4.1,    1000.2,    1006.8,       1.8
대전,133,07-15,      25.1,      29.0,      21.9,      10.9,      80.2,       4.3,       7.4,       3.8,     999.0,    1006.9,       2.0
추풍령,135,07-15,      23.5,      28.1,      20.0,      11.6,      80.4,       4.1,,,     979.5,    1007.1,       1.7
안동,136,07-15,      24.3,      28.8,      20.8,       9.2,      78.6,       4.4,       7.4,       4.2,     991.3,    1007.3,       1.4
상주,137,07-15,      24.4,      29.0,      21.0,       9.2,      80.6,       4.1,,,     996.4,    1007.5,       1.1
포항,138,07-15,      25.0,      28.5,      22.2,       7.0,      78.4,       4.8,       7.2,       4.3,    1007.3,    1007.7,       2.5
군산,140,07-15,      24.7,      28.2,      22.1,       9.3,      86.3,       4.3,,,    1003.8,    1006.9,       3.0
울산,152,07-15,      24.8,      28.7,      21.8,       7.6,      79.5,       4.4,       7.2,,    1002.8,    1007.5,       2.0
창원,155,07-15,      24.9,      28.4,      22.4,      11.6,      82.2,       3.9,       7.3,,    1004.9,    1007.4,       2.0
광주,156,07-15,      25.4,      29.5,      22.6,      12.0,      81.3,       4.0,       7.5,,     998.8,    1007.1,       2.5
부산,159,07-15,      24.0,      27.0,      21.8,      13.8,      84.6,       4.9,       7.2,       3.7,     999.7,    1007.7,       3.8
통영,162,07-15,      24.1,      27.2,      21.9,      11.3,      85.7,       4.5,,,    1004.4,    1008.1,       2.6
목포,165,07-15,      24.8,      28.1,      22.5,       9.9,      85.8,       4.6,       7.3,       3.7,    1002.5,    1007.3,       3.4
여수,168,07-15,      24.3,      26.9,      22.4,       9.9,      85.2,       4.9,       7.1,       4.4,    1000.1,    1007.7,       3.6
흑산도,169,07-15,      22.5,      25.6,      20.4,       8.4,      93.6,       3.3,       7.9,,     997.7,    1006.7,       4.9
완도,170,07-15,      24.5,      28.2,      21.9,       7.8,      85.8,       4.5,,,    1003.9,    1007.4,       3.1
고창,172,07-15,      25.1,      29.2,      22.2,       9.8,      86.7,       5.0,,,    1001.7,    1007.7,       2.6
제주,184,07-15,      26.1,      29.2,      23.7,       5.4,      77.7,       5.9,       6.5,       5.2,    1004.9,    1007.4,       2.8
고산,185,07-15,      24.6,      27.2,      22.8,       4.4,      90.0,       5.7,,,     999.0,    1007.2,       5.2
성산,188,07-15,      24.9,      27.8,      22.6,       7.8,      86.3,       5.0,,,    1005.8,    1007.9,       2.8
서귀포,189,07-15,      25.6,      28.2,      23.7,       8.7,      87.5,       4.5,       7.6,       3.4,    1001.8,    1007.6,       2.3
진주,192,07-15,      24.9,      29.0,      21.8,      12.8,      80.8,       4.7,,,    1004.5,    1007.4,       1.6
강화,201,07-15,      23.1,      26.9,      20.2,      13.2,      83.7,       4.5,,,    1001.6,    1006.9,       2.0
양평,202,07-15,      24.4,      28.9,      21.0,      19.1,      80.4,       4.3,,,    1001.9,    1007.4,       1.2
이천,203,07-15,      24.2,      28.8,      20.8,      14.5,      78.4,       4.2,,,     998.0,    1006.7,       1.3
인제,211,07-15,      22.8,      27.3,      19.4,      13.0,      79.3,       4.1,,,     984.4,    1007.1,       1.9
홍천,212,07-15,      23.9,      29.0,      20.3,      19.0,      77.5,       4.2,,,     991.1,    1007.1,       1.1
태백,216,07-15,      20.8,      25.1,      17.4,      11.5,      79.7,       4.2,,,     927.9,    1006.5,       1.7
정선군,217,07-15,      22.9,      28.1,      19.2,      13.6,      79.7,       3.6,,,     973.1,    1007.7,       1.5
제천,221,07-15,      23.0,      27.8,      19.4,      17.1,      78.7,       4.2,,,     977.8,    1007.2,       1.4
보은,226,07-15,      23.6,      28.3,      20.1,      12.1,      77.3,       4.6,,,     987.1,    1006.7,       1.2
천안,232,07-15,      24.4,      28.8,      21.0,      12.6,      78.1,       4.5,,,    1002.9,    1006.7,       1.6
보령,235,07-15,      24.3,      27.7,      21.7,       8.8,      84.8,       4.4,,,    1004.8,    1006.9,       2.4
부여,236,07-15,      24.8,      29.1,      21.6,      10.3,      80.7,       4.4,,,    1005.6,    1007.1,       1.4
금산,238,07-15,      24.3,      29.2,      20.7,      12.4,      76.7,       4.6,,,     987.7,    1007.0,       1.2
부안,243,07-15,      24.9,      29.2,      21.8,      10.4,      81.2,       5.2,,,    1006.0,    1007.1,       1.8
임실,244,07-15,      23.8,      28.6,      20.4,      10.1,      80.4,       4.2,,,     979.5,    1007.3,       1.4
정읍,245,07-15,      25.5,      29.9,      22.1,       9.8,      77.5,       4.5,,,    1002.0,    1007.3,       1.3
남원,247,07-15,      24.7,      29.4,      21.3,      13.5,      80.1,       4.6,,,     996.0,    1007.4,       1.3
장수,248,07-15,      23.0,      27.2,      19.5,      13.4,      81.9,       3.9,,,     961.7,    1007.1,       1.8
영광군,252,07-15,      25.3,      29.4,      22.5,      11.3,      83.6,       5.0,,,    1003.3,    1007.5,       2.3
김해시,253,07-15,      25.6,      29.6,      22.7,      10.9,      79.7,       5.5,,,    1002.3,    1009.0,       2.0
순창군,254,07-15,      25.0,      29.4,      21.7,      15.6,      80.4,       5.1,,,     993.6,    1008.0,       1.6
양산시,257,07-15,      25.5,      29.7,      22.4,      11.1,      76.9,       4.7,,,    1007.7,    1009.4,       2.8
강진군,259,07-15,      24.9,      28.8,      22.1,       7.9,      83.7,       5.4,,,    1007.1,    1008.5,       2.1
장흥,260,07-15,      24.6,      28.6,      21.7,       9.9,      83.6,       4.3,,,    1002.5,    1007.4,       1.8
해남,261,07-15,      24.9,      28.7,      22.0,       8.4,      83.0,       5.1,,,    1005.6,    1007.6,       2.5
고흥,262,07-15,      24.5,      28.4,      21.6,       8.4,      80.5,       4.8,,,    1001.9,    1007.8,       1.6
의령군,263,07-15,      25.1,      29.9,      21.4,       7.2,      82.6,       4.8,,,    1006.1,    1007.7,       1.2
함양군,264,07-15,      24.7,      30.2,      20.7,       7.8,      84.6,       4.7,,,     990.5,    1007.6,       0.9
진도군,268,07-15,      25.1,      28.7,      22.3,       8.7,,,,,,,       2.2
봉화,271,07-15,      22.3,      27.3,      18.5,      13.0,      80.3,       4.0,,,     971.1,    1006.7,       1.1
영주,272,07-15,      23.6,      28.1,      20.0,      12.2,      78.1,       3.9,,,     983.4,    1006.9,       1.4
문경,273,07-15,      23.5,      28.1,      20.1,      12.6,      81.5,       4.0,,,     987.8,    1007.1,       1.1
청송군,276,07-15,      23.6,      29.1,      19.3,       6.5,      80.8,       4.9,,,     984.3,    1007.6,       1.0
영덕,277,07-15,      23.7,      28.1,      20.4,       7.2,      79.3,       5.1,,,    1003.5,    1008.2,       2.3
의성,278,07-15,      24.4,      29.8,      20.2,       9.5,      77.5,       4.4,,,     998.2,    1007.2,       1.0
구미,279,07-15,      24.9,      29.6,      21.3,       9.3,      77.9,       4.8,,,    1002.1,    1007.4,       1.1
영천,281,07-15,      24.5,      29.3,      20.7,       9.6,      75.9,       4.7,,,     997.2,    1007.7,       1.5
경주시,283,07-15,      24.9,      30.2,      20.9,       3.6,      77.7,       5.5,,,    1003.6,    1008.0,       2.1
경주시,283,07-15,      24.9,      30.2,      20.9,       3.6,      77.7,       5.5,,,    1003.6,    1008.0,       2.1
거창,284,07-15,      24.0,      29.0,      20.2,      10.2,      80.6,       5.2,,,     982.2,    1007.4,       1.2
합천,285,07-15,      25.0,      29.9,      21.3,      10.6,      74.8,       4.4,,,    1003.9,    1007.6,       1.4
밀양,288,07-15,      25.2,      29.8,      21.5,       8.4,      78.2,       4.4,,,    1006.5,    1007.9,       1.5
산청,289,07-15,      24.4,      29.0,      21.0,      10.8,      78.8,       4.7,,,     992.2,    1008.0,       1.3
거제,294,07-15,      24.5,      27.8,      22.1,      14.1,      80.5,       4.4,,,    1003.1,    1007.6,       2.1
남해,295,07-15,      24.9,      28.8,      22.1,      12.6,      80.0,       5.1,,,    1003.2,    1008.4,       1.4
강남,400,07-15,      25.4,      29.2,      22.5,      17.7,,,,,,,       1.7
서초,401,07-15,      25.7,      30.0,      22.5,      17.9,,,,,,,       1.3
강동,402,07-15,      25.1,      29.3,      21.9,      17.2,,,,,,,       1.6
송파,403,07-15,      25.6,      29.5,      22.5,      18.3,,,,,,,       1.8
강서,404,07-15,      24.6,      28.5,      21.8,      14.8,,,,,,,       2.0
양천,405,07-15,      25.6,      29.6,      22.7,      14.3,,,,,,,       1.6
도봉,406,07-15,      24.4,      28.9,      21.2,      18.9,,,,,,,       1.0
노원,407,07-15,      24.3,      28.8,      20.9,      20.0,,,,,,,       1.5
동대문,408,07-15,      25.3,      29.4,      22.4,      18.1,,,,,,,       2.0
중랑,409,07-15,      25.4,      29.3,      22.5,      19.3,,,,,,,       2.3
기상청,410,07-15,      24.8,      28.7,      21.9,      17.0,,,,,,,       1.7
마포,411,07-15,      25.2,      29.1,      22.1,      16.1,,,,,,,       2.3
서대문,412,07-15,      24.2,      28.6,      21.1,      15.7,,,,,,,       1.4
광진,413,07-15,      25.3,      29.3,      22.3,      16.2,,,,,,,       1.8
성북,414,07-15,      24.5,      28.2,      21.6,      17.1,,,,,,,       1.8
용산,415,07-15,      25.5,      29.5,      22.6,      15.9,,,,,,,       2.1
은평,416,07-15,      24.3,      28.4,      21.2,      16.4,,,,,,,       1.7
금천,417,07-15,      24.9,      28.2,      22.2,      16.3,,,,,,,       2.3
중구,419,07-15,      23.7,      28.2,      20.8,      13.6,,,,,,,       1.6
성동,421,07-15,      25.2,      28.7,      22.4,      20.0,,,,,,,       2.3
구로,423,07-15,      24.7,      28.7,      21.6,      17.7,,,,,,,       2.2
강북*,424,07-15,      25.4,      29.3,      22.4,      19.4,,,,,,,       1.8
남현,425,07-15,      24.1,      28.0,      21.1,      14.3,,,,,,,       1.1
부천,433,07-15,      24.8,      28.3,      22.1,      18.2,,,,,,,       1.4
안양,434,07-15,      24.7,      28.1,      22.0,      18.6,,,,,,,       2.2
광명,437,07-15,      25.0,      28.5,      22.3,      19.3,,,,,,,       2.2
군포,438,07-15,      24.8,      28.4,      22.0,      19.2,,,,,,,       1.6
김포,441,07-15,      24.1,      27.9,      21.3,      17.7,,,,,,,       1.8
하남,444,07-15,      24.5,      28.4,      21.6,      19.4,,,,,,,       0.9
의왕,445,07-15,      23.9,      27.8,      20.9,      19.5,,,,,,,       1.0
포천,504,07-15,      24.4,      29.0,      20.8,      16.2,,,,,,,       1.5
가평조종,505,07-15,      22.9,      27.9,      19.6,      19.6,,,,,,,       1.0
영등포,510,07-15,      25.6,      29.5,      22.8,      16.2,,,,,,,       1.8
인천연수,512,07-15,      24.6,      28.6,      21.8,      14.5,,,,,,,       1.8
안성,516,07-15,      25.2,      29.5,      21.7,      13.2,,,,,,,       1.2
간성,517,07-15,      23.3,      27.0,      20.0,       9.7,,,,,,,       1.4
평창,526,07-15,      22.5,      27.4,      18.9,      13.1,,,,,,,       1.0
의정부,532,07-15,      24.2,      28.6,      20.8,      17.0,,,,,,,       1.0
횡성,536,07-15,      23.9,      29.0,      20.3,      20.5,,,,,,,       1.1
고양,540,07-15,      24.2,      28.9,      20.8,      14.9,,,,,,,       1.1
